종목명,코드,상세정보,20.07.23,20.07.24,20.07.27
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+1.15% / 129,945,874","+1.34% / 153,099,124(118%)","-2.04% / 131,869,820(101%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.24% / 61,128,411","-1.25% / 45,127,324(74%)","+1.92% / 44,147,365(72%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+20.57% / 60,000,928","+19.64% / 108,115,507(180%)","+5.63% / 53,909,678(90%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"+12.12% / 48,368,088","-5.79% / 24,256,255(50%)","+2.88% / 11,158,086(23%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"+5.03% / 42,297,624","+3.67% / 15,124,035(36%)","-8.04% / 3,150,524(7%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-1.50% / 34,227,872","+0.98% / 36,592,003(107%)","-0.80% / 23,222,967(68%)"
부광약품,003000,https://finance.naver.com/item/main.nhn?code=003000,"+10.07% / 25,948,710","-3.73% / 8,884,713(34%)","-3.00% / 6,008,863(23%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"+4.67% / 24,009,825","-0.64% / 17,358,382(72%)","-0.96% / 12,006,078(50%)"
유니온,000910,https://finance.naver.com/item/main.nhn?code=000910,"+29.87% / 23,373,685","+30.00% / 46,377,932(198%)","0.00% / 31,273,345(134%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+0.68% / 23,171,070","+0.59% / 26,404,484(114%)","-1.10% / 28,514,467(123%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+0.35% / 22,825,133","-4.99% / 3,560,653(16%)","+6.61% / 4,596,876(20%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+10.75% / 22,019,847","-3.28% / 4,637,248(21%)","-2.52% / 2,945,815(13%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+8.01% / 21,117,918","+29.98% / 42,910,120(203%)","-17.36% / 35,161,088(166%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"-1.11% / 19,596,432","+1.40% / 17,568,686(90%)","+2.90% / 26,242,668(134%)"
국제약품,002720,https://finance.naver.com/item/main.nhn?code=002720,"+0.37% / 19,331,934","-4.44% / 1,479,121(8%)","-14.57% / 1,224,571(6%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"-3.76% / 17,986,552","-1.78% / 11,777,264(65%)","+1.57% / 9,920,962(55%)"
동화약품,000020,https://finance.naver.com/item/main.nhn?code=000020,"+9.47% / 17,303,398","-1.69% / 4,177,168(24%)","-0.22% / 2,458,888(14%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+2.90% / 17,034,679","-1.72% / 19,715,507(116%)","+1.41% / 14,375,552(84%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-1.10% / 15,910,888","0.00% / 10,139,697(64%)","+2.58% / 20,814,959(131%)"
국보,001140,https://finance.naver.com/item/main.nhn?code=001140,"+2.17% / 14,033,259","-2.51% / 7,472,098(53%)","-1.79% / 1,924,664(14%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-5.59% / 11,590,227","-1.39% / 7,636,132(66%)","-0.70% / 5,768,307(50%)"
동성제약,002210,https://finance.naver.com/item/main.nhn?code=002210,"+23.77% / 10,509,349","-2.32% / 10,838,733(103%)","-6.19% / 1,534,612(15%)"
