종목명,코드,상세정보,20.08.25,20.08.26,20.08.27,20.08.28,20.08.31
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+29.95% / 81,861,277","+29.72% / 60,083,047(73%)","-22.91% / 32,685,632(40%)","-2.27% / 15,259,221(19%)","-4.25% / 7,546,257(9%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+21.80% / 80,014,548","+0.25% / 73,414,954(92%)","-9.24% / 9,401,488(12%)","-3.80% / 4,928,292(6%)","-3.13% / 4,130,869(5%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+10.50% / 72,094,335","+0.36% / 40,422,141(56%)","-5.54% / 50,388,559(70%)","+1.51% / 13,791,065(19%)","+7.79% / 16,368,057(23%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+10.80% / 60,653,431","+21.58% / 108,845,838(179%)","+2.67% / 75,983,968(125%)","-4.46% / 21,684,182(36%)","+4.09% / 25,017,812(41%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+3.17% / 47,102,098","+3.92% / 39,070,002(83%)","-7.39% / 13,744,671(29%)","-4.43% / 7,824,504(17%)","-2.25% / 6,404,536(14%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+3.01% / 41,229,648","+29.87% / 175,264,349(425%)","+13.00% / 641,012,465(1555%)","-8.63% / 129,864,635(315%)","+9.37% / 219,295,219(532%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"0.00% / 39,008,120","+27.16% / 78,952,272(202%)","+10.68% / 98,216,716(252%)","-4.43% / 21,933,282(56%)","+5.29% / 17,761,556(46%)"
씨유메디칼,115480,https://finance.naver.com/item/main.nhn?code=115480,"+5.00% / 38,659,986","+3.44% / 19,006,466(49%)","-2.30% / 4,156,457(11%)","-7.72% / 5,130,949(13%)","+0.29% / 3,032,355(8%)"
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"+16.51% / 31,129,163","+2.43% / 7,589,372(24%)","-4.35% / 3,797,153(12%)","+1.24% / 6,323,384(20%)","-2.03% / 4,130,067(13%)"
바이넥스,053030,https://finance.naver.com/item/main.nhn?code=053030,"+29.80% / 29,929,561","+0.87% / 41,250,840(138%)","+3.62% / 18,570,895(62%)","+1.33% / 6,026,781(20%)","+14.47% / 25,638,927(86%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+5.34% / 26,359,180","-1.77% / 13,565,853(51%)","+4.39% / 90,467,360(343%)","-3.34% / 15,713,850(60%)","+0.13% / 10,666,830(40%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+3.60% / 22,608,681","-8.44% / 9,035,662(40%)","+2.17% / 19,167,498(85%)","-4.96% / 3,551,290(16%)","-2.24% / 3,616,701(16%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+5.50% / 19,752,845","-5.40% / 11,006,151(56%)","-9.52% / 13,946,658(71%)","+0.22% / 8,358,966(42%)","-0.33% / 3,707,598(19%)"
케이엠제약,225430,https://finance.naver.com/item/main.nhn?code=225430,"+1.28% / 19,229,203","+0.74% / 8,510,319(44%)","-2.92% / 5,333,323(28%)","+2.47% / 2,526,233(13%)","-9.59% / 3,157,300(16%)"
신일제약,012790,https://finance.naver.com/item/main.nhn?code=012790,"+16.07% / 15,197,444","+0.56% / 8,680,038(57%)","-5.42% / 2,268,809(15%)","+0.59% / 1,178,305(8%)","+0.73% / 2,159,167(14%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+11.23% / 14,206,531","-3.82% / 5,698,504(40%)","+3.20% / 13,607,742(96%)","0.00% / 12,056,659(85%)","+5.44% / 14,756,419(104%)"
데일리블록체인,139050,https://finance.naver.com/item/main.nhn?code=139050,"+16.39% / 13,508,462","+1.56% / 9,035,686(67%)","-7.70% / 3,382,531(25%)","+0.76% / 1,225,350(9%)","+0.45% / 2,755,590(20%)"
센트럴바이오,051980,https://finance.naver.com/item/main.nhn?code=051980,"+29.93% / 13,453,427","+29.51% / 8,532,470(63%)","-8.20% / 32,587,238(242%)","-3.57% / 10,590,431(79%)","-5.19% / 3,049,278(23%)"
삼기오토모티브,122350,https://finance.naver.com/item/main.nhn?code=122350,"+8.19% / 12,825,706","-0.57% / 2,460,819(19%)","-2.16% / 4,120,390(32%)","+1.76% / 1,391,784(11%)","+0.58% / 1,230,724(10%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+2.09% / 12,690,807","+2.29% / 10,917,058(86%)","-1.30% / 4,660,844(37%)","+7.17% / 18,396,292(145%)","+6.15% / 69,152,285(545%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+1.95% / 12,312,325","-3.82% / 11,577,285(94%)","-4.37% / 9,125,014(74%)","+8.30% / 54,869,374(446%)","+0.39% / 12,577,613(102%)"
엑사이엔씨,054940,https://finance.naver.com/item/main.nhn?code=054940,"+4.05% / 11,927,123","-0.90% / 33,254,588(279%)","-5.44% / 7,612,240(64%)","-1.92% / 2,841,654(24%)","-6.95% / 3,126,647(26%)"
바이온,032980,https://finance.naver.com/item/main.nhn?code=032980,"+14.63% / 11,824,211","+15.32% / 13,961,842(118%)","-5.90% / 3,860,191(33%)","-7.45% / 1,873,046(16%)","-1.70% / 1,161,489(10%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+2.52% / 11,548,775","+5.61% / 31,976,607(277%)","+29.90% / 46,571,315(403%)","+13.04% / 63,373,113(549%)","-4.01% / 15,051,805(130%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+0.26% / 11,338,979","+0.25% / 6,832,585(60%)","-3.81% / 5,815,498(51%)","+0.79% / 9,279,955(82%)","+0.26% / 4,493,521(40%)"
이씨에스,067010,https://finance.naver.com/item/main.nhn?code=067010,"0.00% / 11,247,179","+11.52% / 23,417,850(208%)","+14.08% / 3,424,730(30%)","-6.72% / 1,490,206(13%)","+2.15% / 1,086,783(10%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"-2.71% / 10,471,789","-2.43% / 15,971,003(153%)","+1.54% / 11,208,069(107%)","+0.23% / 8,267,073(79%)","-2.10% / 5,408,229(52%)"
셀바스헬스케어,208370,https://finance.naver.com/item/main.nhn?code=208370,"+10.33% / 10,103,057","-4.87% / 2,297,007(23%)","-8.27% / 1,061,684(11%)","-0.86% / 524,469(5%)","+13.98% / 7,963,600(79%)"
OQP,078590,https://finance.naver.com/item/main.nhn?code=078590,"+22.73% / 10,083,131","+1.48% / 4,335,761(43%)","-3.70% / 1,693,153(17%)","+1.40% / 1,189,428(12%)","+3.53% / 3,303,053(33%)"
